;Formula;Format;Comments;Code;Summary;"DCA Formula";"Use Workflow";"Storage Format";"Referenced By";"Cell Count";"Size (GB)";"Clean Cells";Id;AutoCalculation;"Last Update";"Obfuscation Formula";"Stable View Formula";"User View Formula";"Error Comment"
"Есть в ЕКДР";"FINDITEM('L PL (ЕКДР)', 'Код статьи') <> """"";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;431;8.0280005931854E-7;;129000000264;true;;;"FINDITEM('101000000034', '129000000266') <> """"";"FINDITEM('L PL (ЕКДР)', 'Код статьи') <> """"";
"Есть в ЕКДР обрезано";"FINDITEM('L PL (ЕКДР)', LEFT('Код статьи', 8)) <> """"";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;431;8.0280005931854E-7;;129000000265;true;;;"FINDITEM('101000000034', LEFT('129000000266', 8)) <> """"";"FINDITEM('L PL (ЕКДР)', LEFT('Код статьи', 8)) <> """"";
"Статья PL";"FINDITEM('L PL конс', 'Код PL')";"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":101000000052,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;431;3.2112002372742E-6;;129000000262;true;;;"FINDITEM('101000000052', '129000000261')";"FINDITEM('L PL конс', 'Код PL')";
DN;"CODE(ITEM('L PL (ЕКДР) test'))";"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;431;0;;129000000260;true;;;CODE(ITEM('101000000058'));"CODE(ITEM('L PL (ЕКДР) test'))";
"L PL конс";;;;;;;;;;30192;8.8915228843689E-5;;101000000052;;;;;;
"Display Name";"'Код статьи' & "" | "" & 'Наименование статьи'";"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'M05.02.01 REPORT PL по Доменам'.'Статья PL', 'M05.02.08 REPORT Детализация PL с версиями'.'Наименование статьи PL', 'M05.02.09 REPORT PL МСФО/РСБУ'.'l_pl', 'Импорт Расходы ЦСП'.'Статья PL', 'M05.02.10 REPORT PL МСФО/РСБУ по БЕ'.'l_pl', 'M05.02.11 REPORT PL по БЕ'.'Статья PL', 'МК Аллокация HR и ТД'.'pl_acc', 'M05.02.12 REPORT PL по БЕ и направлениям'.'Статья PL', 'M02.02.06 IMPORT 1С:УХ ручной слой'.'ВВ?', 'M02.01.02 Импорт факта (ручной)'.'Код статьи PL распознано'";408;0;;129000000138;true;;;"'129000000180' & "" | "" & '129000000327'";"'Код статьи' & "" | "" & 'Наименование статьи'";
"Наименование статьи";;"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;Input;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Display Name', Капитализация.'Статья PL Наименование', 'M05.02.08 REPORT Детализация PL с версиями'.'Наименование статьи', 'Импорт HR PL'.'l_pl'";408;0;;129000000327;true;;;;;
item;"ITEM('L PL конс')";"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":101000000052,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"parent, 'p1', 'PL_', 'Код статьи', 'M05.02.01 REPORT PL по Доменам'.Нормализация, 'M01.04.10 MAP Соответствие статей PL по разделам'.'Код изначальный', 'M05.02.11 REPORT PL по БЕ'.Нормализация, 'M05.02.12 REPORT PL по БЕ и направлениям'.Нормализация";408;3.0398368835449E-6;;129000000139;true;;;ITEM('101000000052');"ITEM('L PL конс')";
"Код статьи";CODE('item');"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Display Name', '11 блок', 'Расчетная статья', 'Фильтр 15 блок PL', 'Фильтр 11блок PL', 'Технический столбец', 'Ниже EBIDTA', 'Не является родителем', 'Фильтр 11+ 16 блок PL', 'Фильтр 11, 15, 16, 22', 'Блок PL', 'M01.04.38 MAP БК - статьи ЕКДР, PL и CF (Выручка и Себест)'.'Код стать PL выручка', 'M01.04.38 MAP БК - статьи ЕКДР, PL и CF (Выручка и Себест)'.'Код статьи PL Себестоимость', 'M05.02.01 REPORT PL по Доменам'.'Код статьи PL', 'Импорт факта УК PL'.'Код ЕКДР', 'M05.02.08 REPORT Детализация PL с версиями'.'Код статьи PL', 'Импорт Расходы по ЦФО OPEX ручной ввод'.'статья PL код', 'M01.04.27 MAP PL и CF'.'Код PL', 'M03.01.05 Ручной ввод Расходы и Доходы (расчет)'.'05* (логический)', 'M03.01.05 Ручной ввод Расходы и Доходы (расчет)'.'11* (логический)', 'M01.04.10 MAP Соответствие статей PL по разделам'.'Код изначальный', 'Импорт Расходы по ЦФО OPEX ручной ввод (ЦФО)'.'статья PL код', 'M03.01.06 Ручной ввод Расходы по ЦФО OPEX (расчет)'.'05* (логический)', 'M03.01.06 Ручной ввод Расходы по ЦФО OPEX (расчет)'.'11* (логический)', 'Ввод Capex (проекты) расчет'.'Код PL', 'ЦСПРаспределение АХО по блокам PL'.'Статья код', 'ML01.03.07 PL на версиях'.'Расчетная статья', 'M05.02.11 REPORT PL по БЕ'.'Код статьи PL', 'M01.04.39 MAP БК - Вид Работ - статьи ЕКДР, PL и CF (Себест в импорте ТД)'.'Код стать PL выручка', 'M01.04.39 MAP БК - Вид Работ - статьи ЕКДР, PL и CF (Себест в импорте ТД)'.'Код статьи PL Себестоимость', 'M05.02.12 REPORT PL по БЕ и направлениям'.'Код статьи PL', 'M01.04.42 MAP Продукт CRM - статьи ЕКДР, PL и CF (Выручка и Себест)'.'Код статьи PL выручка', 'M01.04.42 MAP Продукт CRM - статьи ЕКДР, PL и CF (Выручка и Себест)'.'Код статьи PL Себестоимость', 'M01.04.52 MAP Продукт CRM - Вид работ - статьи ЕКДР, PL и CF (Выручка и Себест)'.'Код статьи PL Себестоимость'";408;0;;129000000180;true;;;CODE('129000000139');CODE('item');
parent;PARENT('item');"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":101000000052,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'1', '2', '3', '4', 'p2'";408;3.0398368835449E-6;;129000000140;true;;;PARENT('129000000139');PARENT('item');
"Наименование статьи РУС";;"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;Input;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;408;0;;129000000141;true;;;;;
"Наименование статьи ENG";;"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;Input;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;408;0;;129000000142;true;;;;;
"Уровень статьи";;"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;Input;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;408;0;;129000000143;true;;;;;
"Технический столбец";"LEFT('Код статьи', 2)";"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Статья неактивна', 'Статья для нормализации', 'Импорт HR PL'.'pl_group2', 'M01.04.10 MAP Соответствие статей PL по разделам'.'Фильтр 11, 15, 16, 22', 'Импорт Расходы ЦСП (корректировки)'.'Комментарий к данным PL', 'МК Аллокация HR и ТД'.'11 блок', 'МК Аллокация HR и ТД'.'16 блок'";408;0;;129000000450;true;;;"LEFT('129000000180', 2)";"LEFT('Код статьи', 2)";
"L PL Group ВГО Кластер";;"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":101000000052,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;408;3.0398368835449E-6;;129000000449;true;;;;;
ФОТ?;;"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Импорт HR PL'.'ФОТ?'";408;7.5995922088623E-7;;129000000598;true;;;;;
1;"IF 'parent' = """" AND NOT 'Статья неактивна' THEN 1 ELSE 0";"{""dataType"":""NUMBER"",""minimumSignificantDigits"":-1,""decimalPlaces"":0,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""SPACE"",""negativeNumberNotation"":""MINUS_SIGN"",""zeroFormat"":""ZERO"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""currencyCode"":null,""customUnits"":null,""comparisonIncrease"":""GOOD"",""nanApplied"":false,""nanDisplayValue"":""NaN""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'2', Итог, 'Уровень 1'";408;3.0398368835449E-6;;129000000144;true;;;"IF '129000000140' = """" AND NOT '129000000548' THEN 1 ELSE 0";"IF 'parent' = """" AND NOT 'Статья неактивна' THEN 1 ELSE 0";
2;"IF SELECT('1', 'L PL конс':'parent') = 1 THEN 2 ELSE 0";"{""dataType"":""NUMBER"",""minimumSignificantDigits"":-1,""decimalPlaces"":0,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""SPACE"",""negativeNumberNotation"":""MINUS_SIGN"",""zeroFormat"":""ZERO"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""currencyCode"":null,""customUnits"":null,""comparisonIncrease"":""GOOD"",""nanApplied"":false,""nanDisplayValue"":""NaN""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'3', Итог, 'Уровень 1-2'";408;3.0398368835449E-6;;129000000145;true;;;"IF SELECT('129000000144', '101000000052':'129000000140') = 1 THEN 2 ELSE 0";"IF SELECT('1', 'L PL конс':'parent') = 1 THEN 2 ELSE 0";
3;"IF SELECT('2', 'L PL конс':'parent') = 2 THEN 3 ELSE 0";"{""dataType"":""NUMBER"",""minimumSignificantDigits"":-1,""decimalPlaces"":0,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""SPACE"",""negativeNumberNotation"":""MINUS_SIGN"",""zeroFormat"":""ZERO"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""currencyCode"":null,""customUnits"":null,""comparisonIncrease"":""GOOD"",""nanApplied"":false,""nanDisplayValue"":""NaN""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'4', Итог, 'Уровень 1-3'";408;3.0398368835449E-6;;129000000146;true;;;"IF SELECT('129000000145', '101000000052':'129000000140') = 2 THEN 3 ELSE 0";"IF SELECT('2', 'L PL конс':'parent') = 2 THEN 3 ELSE 0";
4;"IF SELECT('3', 'L PL конс':'parent') = 3 THEN 4 ELSE 0";"{""dataType"":""NUMBER"",""minimumSignificantDigits"":-1,""decimalPlaces"":0,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""SPACE"",""negativeNumberNotation"":""MINUS_SIGN"",""zeroFormat"":""ZERO"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""currencyCode"":null,""customUnits"":null,""comparisonIncrease"":""GOOD"",""nanApplied"":false,""nanDisplayValue"":""NaN""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";Итог;408;3.0398368835449E-6;;129000000147;true;;;"IF SELECT('129000000146', '101000000052':'129000000140') = 3 THEN 4 ELSE 0";"IF SELECT('3', 'L PL конс':'parent') = 3 THEN 4 ELSE 0";
Итог;"'1' + '2' + '3' + '4'";"{""dataType"":""NUMBER"",""minimumSignificantDigits"":-1,""decimalPlaces"":0,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""SPACE"",""negativeNumberNotation"":""MINUS_SIGN"",""zeroFormat"":""ZERO"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""currencyCode"":null,""customUnits"":null,""comparisonIncrease"":""GOOD"",""nanApplied"":false,""nanDisplayValue"":""NaN""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'M05.02.01 REPORT PL по Доменам'.Цвет, 'M05.02.04 REPORT PL по МВЗ'.Цвет, 'M05.02.11 REPORT PL по БЕ'.Цвет, 'M05.02.12 REPORT PL по БЕ и направлениям'.Цвет";408;3.0398368835449E-6;;129000000148;true;;;"'129000000144' + '129000000145' + '129000000146' + '129000000147'";"'1' + '2' + '3' + '4'";
"Уровень 1";"'1' = 1 AND 'PL без ВГО'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Уровень 1-2', 'Фильтр PL Нормализованная чистая прибыль', 'Уровень 1 (сегменты)'";408;7.5995922088623E-7;;129000000149;true;;;"'129000000144' = 1 AND '129000000253'";"'1' = 1 AND 'PL без ВГО'";
"Уровень 1-2";"('Уровень 1' OR '2' = 2) AND 'PL без ВГО'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Уровень 1-3', 'Уровень 1-2 (Сегменты)'";408;7.5995922088623E-7;;129000000150;true;;;"('129000000149' OR '129000000145' = 2) AND '129000000253'";"('Уровень 1' OR '2' = 2) AND 'PL без ВГО'";
"Уровень 1-3";"('Уровень 1-2' OR '3' = 3) AND 'PL без ВГО'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Уровень 1-3 (Сегменты)'";408;7.5995922088623E-7;;129000000151;true;;;"('129000000150' OR '129000000146' = 3) AND '129000000253'";"('Уровень 1-2' OR '3' = 3) AND 'PL без ВГО'";
"Все уровни";"TRUE AND 'PL без ВГО' AND NOT 'Статья неактивна'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Все уровни (Сегменты)'";408;7.5995922088623E-7;;129000000152;true;;;"TRUE AND '129000000253' AND NOT '129000000548'";"TRUE AND 'PL без ВГО' AND NOT 'Статья неактивна'";
"Уровень 1 (сегменты)";"'Фильтр Выручка + 11 + 16' AND 'Уровень 1'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;408;7.5995922088623E-7;;129000000575;true;;;"'129000000574' AND '129000000149'";"'Фильтр Выручка + 11 + 16' AND 'Уровень 1'";
"Уровень 1-2 (Сегменты)";"'Фильтр Выручка + 11 + 16' AND 'Уровень 1-2'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;408;7.5995922088623E-7;;129000000576;true;;;"'129000000574' AND '129000000150'";"'Фильтр Выручка + 11 + 16' AND 'Уровень 1-2'";
"Уровень 1-3 (Сегменты)";"'Фильтр Выручка + 11 + 16' AND 'Уровень 1-3'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;408;7.5995922088623E-7;;129000000577;true;;;"'129000000574' AND '129000000151'";"'Фильтр Выручка + 11 + 16' AND 'Уровень 1-3'";
"Все уровни (Сегменты)";"'Фильтр Выручка + 11 + 16' AND 'Все уровни'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;408;7.5995922088623E-7;;129000000578;true;;;"'129000000574' AND '129000000152'";"'Фильтр Выручка + 11 + 16' AND 'Все уровни'";
"Фильтр PL Нормализованная чистая прибыль";"'Уровень 1' OR 'Статья для нормализации'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;408;7.5995922088623E-7;;129000000549;true;;;"'129000000149' OR '129000000550'";"'Уровень 1' OR 'Статья для нормализации'";
"Является родителем PL";"SELECT('L PL (ЕКДР)'.'Является родителем', 'L PL (ЕКДР)':'PL_')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;408;7.5995922088623E-7;;129000000153;true;;;"SELECT('129000000121', '101000000034':'129000000177')";"SELECT('L PL (ЕКДР)'.'Является родителем', 'L PL (ЕКДР)':'PL_')";
